"Taxon","-14","-7","0","1","2","7","13"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae",0.125109722627599,0.151585040683621,0.0282695918363739,0.0262370417219907,0.00406929949874763,0.0039735628773774,0.00327816679149383
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae",0.00242377810219299,0.00228618633608529,0.00184300679536648,5.20920748947423e-05,1.96584516848106e-05,0.000753376854268996,0.000898998649188841
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7",0.336429905595708,0.370971836134463,0.358685677885731,0.45627448400315,0.37579096240646,0.224359627431847,0.195209837996319
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae",0.00579805742092243,0.052146821665889,0.0149572948186038,0.000347280499298558,0.000275218323586614,0.0728375409989884,0.0183250431723956
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other",0.000332675425790631,0.00296115563530636,0.000304629222374612,0,0,0.0036335432351856,0.000163454299852862
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae",0.142979145498441,0.0691952397720665,0.0344535650506287,0.111824320774101,0.151704271651054,0.0433025014906804,0.00464028595693435
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae",0.029774450608243,0.0405417043598119,0.0344992594339954,0.000364644524263445,1.96584516848106e-05,0,9.08079443625428e-06
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__",0.0722143299270072,0.0809092230940629,0.134707042133875,0.122867840651381,0.218975493317082,0.0382488762206511,0.135321998689333
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae",0.0270417596107079,0.0323985263627553,0.0202273803656719,0.00100711344796839,0.00125814090782531,0.00086004968318909,0.0015800582319091
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae",0.0240952058394441,0.0175927481862235,0.0535842802157204,0.0518663425701731,0.0699840879977312,0.0122673753261194,0.0682875741609477
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae",0.00273269099756795,0.0027651968064988,0.00115759104502762,0,0,0,0.000608413227232316
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae",0.0271843347931937,0.0333347741003805,0.0425567023657709,0.0578222031331631,0.0955990505429769,0.0111473106224235,0.046956788029961
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae",0.0214575649635388,0.0392570853709753,0.00303106076262878,0.000364644524263445,1.96584516848106e-05,3.33352590384038e-05,0
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae",0.00280397858881085,0.00198136149126853,0.0031072180682228,5.20920748947423e-05,0,0,0
